289	88	ge
289	68	ge
289	67	ge
412	88	af
412	80	af
412	01	af
412	40	af
412	50	af
412	30	af
412	20	af
412	03	af
276	01	al
276	03	al
276	04	al
276	02	al
603	01	dz
603	02	dz
603	03	dz
544	11	as
213	03	ad
631	04	ao
631	02	ao
365	840	ai
365	010	ai
344	030	ag
344	920	ag
344	930	ag
722	310	ar
722	330	ar
722	320	ar
722	010	ar
722	070	ar
722	020	ar
722	341	ar
722	340	ar
283	01	am
283	04	am
283	10	am
283	05	am
363	20	aw
363	02	aw
363	01	aw
505	14	au
505	24	au
505	09	au
505	04	au
505	26	au
505	12	au
505	06	au
505	88	au
505	19	au
505	08	au
505	99	au
505	13	au
505	90	au
505	02	au
505	11	au
505	71	au
505	72	au
505	01	au
505	05	au
505	16	au
505	07	au
505	03	au
232	02	at
232	01	at
232	11	at
232	09	at
232	15	at
232	10	at
232	14	at
232	12	at
232	05	at
232	06	at
232	17	at
232	03	at
232	07	at
232	04	at
232	19	at
232	08	at
232	13	at
400	01	az
400	04	az
400	03	az
400	02	az
364	390	bs
364	39	bs
364	30	bs
364	03	bs
426	01	bh
426	02	bh
426	04	bh
470	02	bd
470	06	bd
470	05	bd
470	01	bd
470	03	bd
470	04	bd
470	07	bd
342	600	bb
342	810	bb
342	750	bb
342	050	bb
342	820	bb
257	03	by
257	04	by
257	01	by
257	02	by
206	20	be
206	01	be
206	06	be
206	10	be
206	02	be
206	05	be
702	67	bz
702	68	bz
616	04	bj
616	02	bj
616	05	bj
616	01	bj
616	03	bj
350	000	bm
350	99	bm
350	10	bm
350	02	bm
350	01	bm
402	11	bt
402	17	bt
402	77	bt
736	02	bo
736	01	bo
736	03	bo
218	90	ba
218	03	ba
218	05	ba
652	04	bw
652	01	bw
652	02	bw
724	12	br
724	38	br
724	05	br
724	01	br
724	34	br
724	33	br
724	32	br
724	08	br
724	39	br
724	00	br
724	31	br
724	16	br
724	24	br
724	30	br
724	54	br
724	15	br
724	07	br
724	19	br
724	03	br
724	02	br
724	04	br
724	37	br
724	23	br
724	11	br
724	10	br
724	06	br
348	570	vg
348	770	vg
348	170	vg
528	02	bn
528	11	bn
528	01	bn
284	06	bg
284	03	bg
284	05	bg
284	01	bg
613	03	bf
613	01	bf
613	02	bf
642	02	bi
642	08	bi
642	03	bi
642	07	bi
642	82	bi
642	01	bi
456	04	kh
456	02	kh
456	08	kh
456	18	kh
456	01	kh
456	03	kh
456	06	kh
456	05	kh
456	09	kh
624	01	cm
624	04	cm
624	02	cm
302	652	ca
302	630	ca
302	651	ca
302	610	ca
302	670	ca
302	361	ca
302	360	ca
302	380	ca
302	710	ca
302	640	ca
302	370	ca
302	320	ca
302	702	ca
302	655	ca
302	660	ca
302	701	ca
302	703	ca
302	760	ca
302	657	ca
302	720	ca
302	654	ca
302	780	ca
302	680	ca
302	656	ca
302	220	ca
302	653	ca
302	500	ca
302	490	ca
625	01	cv
625	02	cv
346	050	ky
346	006	ky
346	140	ky
623	01	cf
623	04	cf
623	03	cf
623	02	cf
622	04	td
622	02	td
622	03	td
622	01	td
730	06	cl
730	11	cl
730	15	cl
730	03	cl
730	10	cl
730	01	cl
730	14	cl
730	09	cl
730	05	cl
730	04	cl
730	19	cl
730	02	cl
730	07	cl
730	12	cl
730	00	cl
730	13	cl
730	08	cl
460	00	cn
460	07	cn
460	02	cn
460	04	cn
460	05	cn
460	03	cn
460	06	cn
460	01	cn
732	130	co
732	102	co
732	103	co
732	001	co
732	101	co
732	002	co
732	187	co
732	123	co
732	111	co
732	020	co
732	142	co
732	154	co
654	01	km
630	90	cd
630	86	cd
630	05	cd
630	89	cd
630	01	cd
630	88	cd
630	02	cd
629	01	cg
629	02	cg
629	10	cg
629	07	cg
548	01	ck
712	03	cr
712	02	cr
712	01	cr
712	04	cr
712	20	cr
219	01	hr
219	02	hr
219	10	hr
368	01	cu
362	95	cw
362	69	cw
280	10	cy
280	20	cy
280	01	cy
230	08	cz
230	02	cz
230	01	cz
230	05	cz
230	04	cz
230	03	cz
230	99	cz
238	05	dk
238	23	dk
238	28	dk
238	06	dk
238	12	dk
238	03	dk
238	07	dk
238	04	dk
238	10	dk
238	01	dk
238	77	dk
238	02	dk
238	20	dk
238	30	dk
638	01	dj
366	110	dm
366	020	dm
366	050	dm
370	02	do
370	01	do
370	03	do
370	04	do
740	02	ec
740	00	ec
740	01	ec
602	01	eg
602	03	eg
602	02	eg
706	01	sv
706	02	sv
706	05	sv
706	04	sv
706	03	sv
627	03	gq
627	01	gq
657	01	er
248	01	ee
248	02	ee
248	03	ee
248	04	ee
636	01	et
750	001	fk
288	03	fo
288	01	fo
288	02	fo
542	02	fj
542	01	fj
244	14	fi
244	26	fi
244	03	fi
244	12	fi
244	04	fi
244	13	fi
244	21	fi
244	05	fi
244	82	fi
244	11	fi
244	09	fi
244	10	fi
244	91	fi
208	27	fr
208	92	fr
208	28	fr
208	88	fr
208	21	fr
208	20	fr
208	14	fr
208	07	fr
208	06	fr
208	05	fr
208	29	fr
208	17	fr
208	15	fr
208	16	fr
208	25	fr
208	24	fr
208	03	fr
208	31	fr
208	26	fr
208	89	fr
208	23	fr
208	02	fr
208	01	fr
208	91	fr
208	11	fr
208	13	fr
208	10	fr
208	09	fr
208	04	fr
208	00	fr
208	22	fr
340	20	fg
340	01	fg
340	02	fg
340	11	fg
340	03	fg
547	15	pf
547	20	pf
628	04	ga
628	01	ga
628	02	ga
628	03	ga
607	02	gm
607	03	gm
607	01	gm
607	04	gm
282	01	ge
282	03	ge
282	02	ge
282	04	ge
282	05	ge
262	17	de
262	10	de
262	n/a	de
262	77	de
262	03	de
262	05	de
262	12	de
262	20	de
262	14	de
262	43	de
262	13	de
262	08	de
262	11	de
262	07	de
262	n/a	de
262	06	de
262	01	de
262	16	de
262	02	de
262	42	de
262	09	de
262	04	de
620	04	gh
620	07	gh
620	03	gh
620	01	gh
620	02	gh
620	06	gh
266	06	gi
266	09	gi
266	01	gi
202	07	gr
202	01	gr
202	02	gr
202	14	gr
202	04	gr
202	03	gr
202	10	gr
202	09	gr
202	05	gr
290	01	gl
352	110	gd
352	030	gd
352	050	gd
340	08	gp
340	10	gp
