310	370	gu
310	470	gu
310	140	gu
310	033	gu
310	032	gu
311	250	gu
704	01	gt
704	03	gt
704	02	gt
611	04	gn
611	05	gn
611	03	gn
611	01	gn
611	02	gn
632	01	gw
632	03	gw
632	02	gw
738	02	gy
738	01	gy
372	01	ht
372	02	ht
372	03	ht
708	040	hn
708	030	hn
708	001	hn
708	002	hn
454	28	hk
454	13	hk
454	12	hk
454	09	hk
454	07	hk
454	11	hk
454	01	hk
454	00	hk
454	18	hk
454	02	hk
454	10	hk
454	03	hk
454	14	hk
454	05	hk
454	04	hk
454	20	hk
454	29	hk
454	16	hk
454	19	hk
454	47	hk
454	40	hk
454	08	hk
454	06	hk
454	17	hk
454	15	hk
216	01	hu
216	30	hu
216	71	hu
216	70	hu
274	09	is
274	07	is
274	01	is
274	08	is
274	11	is
274	04	is
274	05	is
274	03	is
274	02	is
404	33	in
404	29	in
404	28	in
404	25	in
404	17	in
404	42	in
404	01	in
404	15	in
404	60	in
405	53	in
404	86	in
404	13	in
404	38	in
404	80	in
404	57	in
404	73	in
404	34	in
404	66	in
404	55	in
404	72	in
404	77	in
404	64	in
404	54	in
404	71	in
404	76	in
404	62	in
404	53	in
404	59	in
404	75	in
404	51	in
404	81	in
404	58	in
404	74	in
404	10	in
404	045	in
404	79	in
404	88	in
404	87	in
404	82	in
404	89	in
404	12	in
404	19	in
404	56	in
405	05	in
404	05	in
404	70	in
404	16	in
404	22	in
404	78	in
404	07	in
404	04	in
404	24	in
404	69	in
404	68	in
404	83	in
404	52	in
404	50	in
404	67	in
404	18	in
404	85	in
404	09	in
404	36	in
404	41	in
404	44	in
404	14	in
404	11	in
405	034	in
404	30	in
510	08	id
510	99	id
510	07	id
510	89	id
510	21	id
510	01	id
510	00	id
510	27	id
510	09	id
510	28	id
510	11	id
510	10	id
901	13	n/a
432	19	ir
432	70	ir
432	35	ir
432	20	ir
432	32	ir
432	11	ir
432	14	ir
418	05	iq
418	92	iq
418	40	iq
418	82	iq
418	45	iq
418	20	iq
418	30	iq
418	08	iq
272	04	ie
272	09	ie
272	07	ie
272	05	ie
272	11	ie
272	13	ie
272	03	ie
272	02	ie
272	01	ie
425	14	il
425	02	il
425	08	il
425	15	il
425	77	il
425	07	il
425	01	il
425	12	il
425	03	il
425	16	il
425	19	il
222	34	it
222	02	it
222	08	it
222	00	it
222	99	it
222	77	it
222	35	it
222	07	it
222	33	it
222	00	it
222	30	it
222	43	it
222	01	it
222	48	it
222	10	it
222	06	it
222	00	it
222	44	it
222	88	it
612	07	ci
612	02	ci
612	04	ci
612	01	ci
612	05	ci
612	03	ci
612	06	ci
338	110	jm
338	020	jm
338	180	jm
338	050	jm
440	00	jp
440	76	jp
440	71	jp
440	53	jp
440	08	jp
440	77	jp
440	72	jp
440	54	jp
440	07	jp
440	79	jp
440	73	jp
440	55	jp
440	50	jp
440	88	jp
440	74	jp
440	70	jp
440	51	jp
440	89	jp
440	75	jp
440	56	jp
440	52	jp
441	70	jp
440	38	jp
440	26	jp
440	11	jp
440	63	jp
441	44	jp
440	13	jp
440	23	jp
440	21	jp
440	16	jp
441	99	jp
440	34	jp
440	69	jp
440	37	jp
440	25	jp
440	64	jp
441	43	jp
440	27	jp
440	02	jp
440	22	jp
440	17	jp
440	01	jp
440	31	jp
440	87	jp
440	36	jp
441	92	jp
440	65	jp
440	58	jp
440	28	jp
440	03	jp
440	12	jp
440	18	jp
441	91	jp
440	32	jp
440	61	jp
440	35	jp
441	93	jp
441	40	jp
440	66	jp
440	49	jp
440	29	jp
440	09	jp
440	19	jp
441	90	jp
440	33	jp
440	60	jp
440	14	jp
441	94	jp
441	41	jp
440	67	jp
440	39	jp
440	30	jp
440	10	jp
440	62	jp
441	45	jp
440	24	jp
440	15	jp
441	98	jp
441	42	jp
440	68	jp
440	99	jp
440	78	jp
441	63	jp
440	95	jp
440	47	jp
440	41	jp
441	64	jp
440	97	jp
440	46	jp
440	42	jp
441	65	jp
440	90	jp
440	98	jp
440	92	jp
440	93	jp
440	43	jp
440	48	jp
441	61	jp
440	06	jp
440	94	jp
440	44	jp
440	04	jp
441	62	jp
440	96	jp
440	45	jp
440	20	jp
440	40	jp
440	85	jp
440	83	jp
440	81	jp
440	80	jp
440	86	jp
440	82	jp
440	84	jp
416	77	jo
416	03	jo
416	02	jo
416	01	jo
401	01	kz
401	07	kz
401	02	kz
401	77	kz
639	05	ke
639	07	ke
639	02	ke
639	03	ke
545	09	ki
467	193	kp
450	04	kr
450	08	kr
450	02	kr
450	06	kr
450	03	kr
450	05	kr
419	04	kw
419	03	kw
419	02	kw
437	03	kg
437	01	kg
437	05	kg
437	09	kg
457	02	la
457	01	la
457	08	la
457	03	la
247	05	lv
247	01	lv
247	09	lv
247	08	lv
247	07	lv
247	06	lv
247	02	lv
247	03	lv
415	32	lb
415	35	lb
415	33	lb
415	34	lb
415	38	lb
415	37	lb
415	39	lb
415	01	lb
415	03	lb
415	36	lb
651	02	ls
651	01	ls
618	07	lr
618	04	lr
618	02	lr
618	20	lr
618	01	lr
606	02	ly
606	01	ly
606	06	ly
606	00	ly
606	03	ly
295	06	li
295	07	li
295	02	li
295	01	li
295	77	li
295	05	li
246	02	lt
246	01	lt
246	03	lt
270	77	lu
270	01	lu
270	99	lu
455	01	mo
455	04	mo
455	02	mo
455	05	mo
455	03	mo
455	06	mo
455	00	mo
294	75	mk
294	02	mk
294	01	mk
294	03	mk
646	01	mg
646	02	mg
646	03	mg
646	04	mg
650	01	mw
650	10	mw
502	01	my
502	151	my
502	198	my
502	19	my
502	13	my
502	16	my
502	10	my
502	20	my
502	17	my
502	12	my
502	11	my
502	153	my
502	155	my
502	154	my
502	18	my
502	195	my
502	152	my
472	01	mv
472	02	mv
610	01	ml
610	02	ml
278	21	mt
278	77	mt
278	01	mt
340	12	mq
609	02	mr
609	01	mr
609	10	mr
617	10	mu
617	02	mu
617	03	mu
617	01	mu
334	040	mx
334	04	mx
334	50	mx
334	050	mx
334	03	mx
334	030	mx
334	09	mx
334	090	mx
334	010	mx
334	01	mx
334	070	mx
334	080	mx
334	060	mx
334	020	mx
334	02	mx
550	01	fm
259	04	md
259	99	md
259	05	md
259	03	md
259	02	md
259	01	md
212	01	mc
212	10	mc
428	98	mn
428	99	mn
428	91	mn
428	00	mn
428	88	mn
297	02	me
297	03	me
297	01	me
354	860	ms
604	01	ma
604	02	ma
604	00	ma
643	01	mz
643	03	mz
643	04	mz
414	01	mm
414	05	mm
414	06	mm
649	03	na
649	01	na
649	02	na
429	02	np
429	01	np
429	04	np
204	14	nl
204	23	nl
204	05	nl
204	17	nl
204	69	nl
204	10	nl
204	08	nl
204	12	nl
204	28	nl
204	09	nl
204	06	nl
204	21	nl
204	24	nl
204	98	nl
204	16	nl
204	20	nl
204	02	nl
204	07	nl
204	68	nl
204	18	nl
204	04	nl
204	03	nl
204	15	nl
362	630	an
362	51	an
362	91	an
362	951	an
546	01	nc
530	28	nz
530	05	nz
530	02	nz
530	04	nz
530	24	nz
530	01	nz
530	03	nz
710	21	ni
710	30	ni
710	73	ni
614	03	ne
614	04	ne
614	01	ne
614	02	ne
621	20	ng
621	60	ng
621	50	ng
621	40	ng
621	30	ng
621	99	ng
621	01	ng
621	25	ng
555	01	nu
242	09	no
242	14	no
242	21	no
242	20	no
242	23	no
242	02	no
242	22	no
242	05	no
242	06	no
242	08	no
242	04	no
242	12	no
242	01	no
242	03	no
242	07	no
242	017	no
422	03	om
422	02	om
410	08	pk
410	01	pk
410	06	pk
410	03	pk
410	07	pk
410	04	pk
552	80	pw
552	01	pw
425	05	ps
425	06	ps
714	01	pa
714	03	pa
714	04	pa
714	020	pa
714	02	pa
537	03	pg
537	02	pg
537	01	pg
744	02	py
744	03	py
744	01	py
744	05	py
744	04	py
716	20	pe
716	10	pe
716	02	pe
716	01	pe
716	06	pe
716	07	pe
716	17	pe
716	15	pe
515	00	ph
515	02	ph
515	01	ph
515	88	ph
515	18	ph
515	03	ph
515	05	ph
260	17	pl
260	18	pl
260	38	pl
260	12	pl
260	08	pl
260	09	pl
260	16	pl
260	36	pl
260	07	pl
260	11	pl
260	05	pl
260	03	pl
260	35	pl
260	98	pl
260	06	pl
260	01	pl
260	13	pl
260	10	pl
260	14	pl
260	34	pl
260	02	pl
260	04	pl
260	15	pl
268	04	pt
268	07	pt
268	03	pt
268	06	pt
268	01	pt
330	110	pr
330	11	pr
427	01	qa
427	02	qa
647	00	re
647	02	re
647	10	re
226	03	ro
226	11	ro
226	16	ro
226	10	ro
226	05	ro
226	02	ro
226	06	ro
226	01	ro
226	04	ro
250	12	ru
250	28	ru
250	10	ru
250	13	ru
250	35	ru
250	02	ru
250	01	ru
250	03	ru
250	16	ru
250	19	ru
250	11	ru
250	92	ru
250	04	ru
250	44	ru
250	20	ru
250	93	ru
250	39	ru
250	17	ru
250	99	ru
250	05	ru
250	15	ru
250	07	ru
635	14	rw
635	10	rw
635	13	rw
356	110	kn
356	50	kn
356	70	kn
358	110	lc
358	30	lc
358	50	lc
549	27	ws
549	01	ws
292	01	sm
626	01	st
901	14	n/a
901	11	n/a
901	12	n/a
901	05	n/a
420	07	sa
420	03	sa
420	06	sa
420	01	sa
420	05	sa
420	04	sa
608	03	sn
608	01	sn
608	02	sn
220	03	rs
220	01	rs
220	02	rs
220	05	rs
633	10	sc
633	01	sc
633	02	sc
619	03	sl
619	01	sl
619	04	sl
619	05	sl
619	02	sl
619	25	sl
525	12	sg
525	03	sg
525	02	sg
525	01	sg
525	07	sg
525	05	sg
525	06	sg
231	03	sk
231	06	sk
231	01	sk
231	05	sk
231	15	sk
231	02	sk
231	04	sk
231	99	sk
293	41	si
293	40	si
293	10	si
293	64	si
293	70	si
540	02	sb
540	10	sb
540	01	sb
637	30	so
637	19	so
637	10	so
637	60	so
637	04	so
637	71	so
637	82	so
637	01	so
655	02	za
655	21	za
655	07	za
655	12	za
655	10	za
655	06	za
655	01	za
655	19	za
659	03	ss
659	02	ss
659	04	ss
659	06	ss
214	23	es
214	22	es
214	15	es
214	18	es
214	08	es
214	20	es
214	32	es
214	21	es
214	26	es
214	25	es
214	07	es
214	05	es
214	03	es
214	11	es
214	09	es
214	17	es
214	19	es
214	16	es
214	27	es
214	01	es
214	06	es
214	04	es
413	05	lk
413	03	lk
413	08	lk
413	01	lk
413	02	lk
308	01	pm
360	110	vc
360	10	vc
360	100	vc
360	050	vc
360	70	vc
634	00	sd
634	22	sd
634	02	sd
634	15	sd
634	07	sd
634	05	sd
634	08	sd
634	01	sd
634	06	sd
746	03	sr
746	01	sr
746	02	sr
746	04	sr
653	10	sz
653	01	sz
240	35	se
240	16	se
240	26	se
240	30	se
240	28	se
240	25	se
240	22	se
240	27	se
240	18	se
240	17	se
240	02	se
240	04	se
240	36	se
240	23	se
240	11	se
240	12	se
240	29	se
240	19	se
240	10	se
240	05	se
240	14	se
240	07	se
240	24	se
240	08	se
240	06	se
240	01	se
240	13	se
240	20	se
240	15	se
228	51	ch
228	09	ch
228	05	ch
228	07	ch
228	54	ch
228	52	ch
228	03	ch
228	01	ch
228	12	ch
228	02	ch
228	08	ch
228	53	ch
417	02	sy
417	09	sy
417	01	sy
466	68	tw
466	05	tw
466	11	tw
466	92	tw
466	03	tw
466	01	tw
466	07	tw
466	02	tw
466	06	tw
466	10	tw
466	56	tw
466	88	tw
466	99	tw
466	97	tw
466	93	tw
466	89	tw
466	09	tw
436	04	tk
436	05	tk
436	02	tk
436	12	tk
436	03	tk
436	01	tk
640	08	tz
640	06	tz
640	09	tz
640	11	tz
640	07	tz
640	02	tz
640	01	tz
640	04	tz
640	05	tz
640	03	tz
520	20	th
520	15	th
520	03	th
520	01	th
520	23	th
520	00	th
520	05	th
520	18	th
520	99	th
520	04	th
514	01	tp
514	02	tp
615	02	tg
615	03	tg
615	01	tg
539	43	to
539	01	to
374	120	tt
374	12	tt
374	130	tt
374	140	tt
605	01	tn
605	03	tn
605	06	tn
605	02	tn
286	04	tr
286	03	tr
286	01	tr
286	02	tr
438	01	tm
438	02	tm
376	350	tc
376	050	tc
376	352	tc
553	01	tv
641	01	ug
641	66	ug
641	30	ug
641	10	ug
641	14	ug
641	33	ug
641	18	ug
641	11	ug
641	22	ug
255	06	ua
255	05	ua
255	39	ua
255	04	ua
255	67	ua
255	03	ua
255	21	ua
255	07	ua
255	50	ua
255	02	ua
255	01	ua
255	68	ua
424	03	ae
424	02	ae
431	02	ae
430	02	ae
234	03	gb
234	77	gb
234	76	gb
234	92	gb
234	07	gb
234	36	gb
234	18	gb
235	02	gb
234	17	gb
234	55	gb
234	14	gb
234	20	gb
234	94	gb
234	75	gb
234	50	gb
234	35	gb
234	26	gb
234	58	gb
234	01	gb
234	28	gb
234	10	gb
234	02	gb
234	11	gb
234	08	gb
234	16	gb
234	34	gb
234	33	gb
234	19	gb
234	12	gb
234	22	gb
234	57	gb
234	24	gb
234	37	gb
234	31	gb
234	30	gb
234	32	gb
234	27	gb
234	09	gb
234	25	gb
234	51	gb
234	23	gb
234	15	gb
234	91	gb
234	78	gb
310	050	us
310	880	us
310	850	us
310	640	us
310	510	us
310	190	us
312	090	us
311	130	us
310	710	us
310	680	us
310	070	us
310	560	us
310	410	us
310	380	us
310	170	us
310	150	us
310	980	us
311	810	us
311	800	us
311	440	us
310	900	us
311	590	us
311	500	us
310	830	us
311	486	us
310	013	us
311	281	us
311	270	us
311	286	us
311	480	us
311	275	us
311	485	us
310	012	us
311	280	us
311	110	us
311	285	us
311	390	us
311	274	us
311	484	us
310	010	us
311	279	us
311	489	us
310	910	us
311	284	us
311	289	us
311	273	us
311	483	us
310	004	us
311	278	us
311	488	us
310	890	us
311	283	us
311	288	us
311	272	us
311	482	us
311	277	us
311	487	us
310	590	us
311	282	us
311	271	us
311	287	us
311	481	us
311	276	us
312	270	us
310	360	us
312	280	us
311	190	us
310	030	us
310	480	us
311	120	us
310	630	us
310	420	us
310	180	us
310	620	us
311	040	us
310	06	us
310	60	us
310	26	us
312	380	us
310	930	us
311	240	us
310	080	us
310	700	us
312	030	us
311	140	us
311	520	us
312	040	us
310	440	us
310	990	us
310	750	us
312	130	us
312	120	us
310	090	us
310	610	us
311	210	us
311	311	us
311	460	us
310	430	us
311	370	us
310	920	us
310	970	us
311	340	us
311	030	us
311	410	us
312	170	us
310	770	us
310	650	us
310	870	us
312	180	us
310	690	us
311	310	us
310	016	us
311	090	us
310	040	us
310	780	us
311	660	us
311	330	us
311	000	us
310	400	us
312	220	us
312	010	us
311	920	us
311	020	us
311	010	us
310	350	us
310	570	us
310	290	us
310	34	us
311	380	us
310	600	us
311	100	us
311	300	us
310	130	us
312	230	us
311	610	us
310	450	us
311	710	us
310	670	us
310	011	us
311	420	us
310	540	us
310	760	us
310	580	us
311	170	us
311	670	us
311	080	us
310	790	us
310	100	us
310	940	us
311	730	us
311	540	us
310	500	us
312	160	us
311	430	us
311	350	us
311	910	us
310	46	us
311	260	us
310	320	us
310	15	us
316	011	us
312	530	us
311	490	us
310	120	us
316	010	us
312	190	us
311	880	us
311	870	us
310	200	us
310	250	us
310	160	us
310	240	us
310	660	us
310	230	us
310	31	us
310	220	us
310	270	us
310	210	us
310	260	us
310	300	us
310	280	us
310	330	us
310	800	us
310	310	us
311	740	us
310	740	us
310	14	us
310	950	us
310	860	us
311	830	us
311	050	us
310	460	us
310	490	us
312	290	us
311	860	us
310	960	us
310	020	us
310	730	us
311	220	us
311	650	us
310	38	us
310	520	us
310	003	us
310	23	us
310	24	us
310	25	us
310	530	us
310	26	us
310	340	us
311	150	us
311	070	us
310	390	us
748	01	uy
748	03	uy
748	10	uy
748	07	uy
434	04	uz
434	01	uz
434	07	uz
434	05	uz
434	02	uz
541	05	vu
541	01	vu
734	03	ve
734	02	ve
734	01	ve
734	06	ve
734	04	ve
452	07	vn
452	01	vn
452	03	vn
452	05	vn
452	08	vn
452	06	vn
452	04	vn
452	02	vn
376	50	vi
421	04	ye
421	02	ye
421	01	ye
421	03	ye
645	03	zm
645	02	zm
645	01	zm
648	04	zw
648	01	zw
648	03	zw
